dataset,subject,question_id,model_type,stage,cache_name,layer_idx,entropy_raw,entropy_normalized,logit_lens_temperature,vocab_size,kl_prev_layer,kl_vector_align
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,0,0.6328125,0.05303839702084485,1.0,151936,nan,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,1,2.53125,0.2121535880833794,1.0,151936,2.108872413635254,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,2,6.5,0.5447894607573199,1.0,151936,1.1173570156097412,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,3,6.3125,0.529074380158551,1.0,151936,0.9971698522567749,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,4,1.4375,0.12048228459056114,1.0,151936,1.3358125686645508,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,5,1.4609375,0.12244666966540724,1.0,151936,1.3762346506118774,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,6,5.6875,0.4766907781626549,1.0,151936,1.193174958229065,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,7,6.03125,0.5055017592603978,1.0,151936,0.9222514629364014,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,8,1.796875,0.15060285573820142,1.0,151936,1.089061975479126,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,9,7.03125,0.5893155224538317,1.0,151936,1.0397014617919922,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,10,3.03125,0.2540604696800963,1.0,151936,1.1922657489776611,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,11,3.6875,0.30906325177578725,1.0,151936,1.2177855968475342,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,12,5.53125,0.4635948776636809,1.0,151936,1.0394482612609863,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,13,6.6875,0.5605045413560887,1.0,151936,0.9109008312225342,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,14,5.0625,0.4243071761667588,1.0,151936,1.074905514717102,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,15,6.3125,0.529074380158551,1.0,151936,1.0153448581695557,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,16,7.15625,0.5997922428530109,1.0,151936,0.9530983567237854,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,17,6.59375,0.5526470010567043,1.0,151936,0.9282371997833252,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,18,6.4375,0.5395511005577303,1.0,151936,0.8586862087249756,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,19,5.65625,0.4740715980628601,1.0,151936,0.8462554216384888,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,20,6.28125,0.5264552000587562,1.0,151936,0.855995237827301,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,21,6.21875,0.5212168398591667,1.0,151936,0.8446598649024963,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,22,5.75,0.48192913836224455,1.0,151936,0.9041563272476196,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,23,4.34375,0.36406603387147823,1.0,151936,0.906980037689209,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,24,6.40625,0.5369319204579355,1.0,151936,0.8389236330986023,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,25,5.53125,0.4635948776636809,1.0,151936,0.9584207534790039,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,26,7.03125,0.5893155224538317,1.0,151936,0.8971081376075745,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,27,7.125,0.597173062753216,1.0,151936,0.9467288255691528,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,28,6.3125,0.529074380158551,1.0,151936,0.9423558712005615,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,29,6.65625,0.557885361256294,1.0,151936,0.942225992679596,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,30,5.75,0.48192913836224455,1.0,151936,0.9777765274047852,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,receiver,31,6.21875,0.5212168398591667,1.0,151936,0.9788905382156372,last
